"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA001108380","2015-01-19","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  116",",,C","   25",",,C",,,,,,
"CA001108380","2015-01-20","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   86",",,C","   25",",,C",,,,,,
"CA001108380","2015-01-21","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0","T,,C","   71",",,C","   -8",",,C",,,,,,
"CA001108380","2015-01-22","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   90",",,C","   83",",,C","   50",",,C",,,,,,
"CA001108380","2015-01-23","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  305",",,C","  115",",,C","   77",",,C",,,,,,
"CA001108380","2015-01-24","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   94",",,C","  120",",,C","  101",",,C",,,,,,
"CA001108380","2015-01-25","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  137",",,C","   57",",,C",,,,,,
"CA001108380","2015-01-26","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  127",",,C","   47",",,C",,,,,,
"CA001108380","2015-01-27","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  118",",,C","   68",",,C",,,,,,
"CA001108380","2015-01-30","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   75",",,C","    6",",,C",,,,,,
"CA001108380","2015-01-31","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   65",",,C","   35",",,C",,,,,,
"CA001108380","2015-02-01","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   22",",,C","   90",",,C","   53",",,C",,,,,,
"CA001108380","2015-02-02","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   27",",,C","   84",",,C","   68",",,C",,,,,,
"CA001108380","2015-02-03","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   33",",,C","   96",",,C","   53",",,C",,,,,,
"CA001108380","2015-02-04","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   12",",,C","   83",",,C","   37",",,C",,,,,,
"CA001108380","2015-02-05","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  245",",,C","  124",",,C","   71",",,C",,,,,,
"CA001108380","2015-02-06","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   95",",,C","  125",",,C","  104",",,C",,,,,,
"CA001108380","2015-02-07","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  113",",,C","  115",",,C","   94",",,C",,,,,,
"CA001108380","2015-02-08","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    5",",,C","  144",",,C","   89",",,C",,,,,,
"CA001108380","2015-02-09","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  158",",,C","  111",",,C","   74",",,C",,,,,,
"CA001108380","2015-02-10","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   94",",,C","  123",",,C","   79",",,C",,,,,,
"CA001108380","2015-02-11","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  123",",,C","   61",",,C",,,,,,
"CA001108380","2015-02-12","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   80",",,C","  112",",,C","   73",",,C",,,,,,
"CA001108380","2015-02-13","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   34",",,C","  124",",,C","   77",",,C",,,,,,
"CA001108380","2015-02-14","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0","T,,C","  103",",,C","   51",",,C",,,,,,
"CA001108380","2015-02-15","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   96",",,C","   33",",,C",,,,,,
"CA001108380","2015-02-16","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   92",",,C","    7",",,C",,,,,,
"CA001108380","2015-02-17","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   88",",,C","    1",",,C",,,,,,
"CA001108380","2015-02-18","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  127",",,C","   26",",,C",,,,,,
"CA001108380","2015-02-19","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  124",",,C","   64",",,C",,,,,,
"CA001108380","2015-02-20","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   98",",,C","   48",",,C",,,,,,
"CA001108380","2015-02-21","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   98",",,C","   19",",,C",,,,,,
"CA001108380","2015-02-22","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   85",",,C","    1",",,C",,,,,,
"CA001108380","2015-02-23","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   90",",,C","    0",",,C",,,,,,
"CA001108380","2015-02-24","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   91",",,C","   15",",,C",,,,,,
"CA001108380","2015-02-25","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   11",",,C","   86",",,C","   29",",,C",,,,,,
"CA001108380","2015-02-26","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    3",",,C","   98",",,C","   49",",,C",,,,,,
"CA001108380","2015-02-27","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   14",",,C","   95",",,C","   33",",,C",,,,,,
"CA001108380","2015-02-28","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  111",",,C","   -8",",,C",,,,,,
"CA001108380","2015-03-01","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   17",",,C","   88",",,C","  -15",",,C",,,,,,
"CA001108380","2015-03-02","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   88",",,C","   15",",,C",,,,,,
"CA001108380","2015-03-03","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   84",",,C","   -5",",,C",,,,,,
"CA001108380","2015-03-04","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   96",",,C","  -18",",,C",,,,,,
"CA001108380","2015-03-05","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  100",",,C","    7",",,C",,,,,,
"CA001108380","2015-03-06","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  107",",,C","   15",",,C",,,,,,
"CA001108380","2015-03-07","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  104",",,C","   14",",,C",,,,,,
"CA001108380","2015-03-08","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   95",",,C","   11",",,C",,,,,,
"CA001108380","2015-03-09","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  112",",,C","   15",",,C",,,,,,
"CA001108380","2015-03-10","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","   81",",,C","   37",",,C",,,,,,
"CA001108380","2015-03-11","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   71",",,C","  133",",,C","   74",",,C",,,,,,
"CA001108380","2015-03-12","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  168",",,C","   81",",,C",,,,,,
"CA001108380","2015-03-13","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    4",",,C","  134",",,C","   60",",,C",,,,,,
"CA001108380","2015-03-14","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  143",",,C","  142",",,C","   68",",,C",,,,,,
"CA001108380","2015-03-15","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  125",",,C","   83",",,C","   61",",,C",,,,,,
"CA001108380","2015-03-16","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  106",",,C","   31",",,C",,,,,,
"CA001108380","2015-03-17","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  113",",,C","   31",",,C",,,,,,
"CA001108380","2015-03-18","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  146",",,C","   58",",,C",,,,,,
"CA001108380","2015-03-19","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  120",",,C","  113",",,C","   87",",,C",,,,,,
"CA001108380","2015-03-20","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  170",",,C","  131",",,C","   84",",,C",,,,,,
"CA001108380","2015-03-21","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   78",",,C","  137",",,C","   67",",,C",,,,,,
"CA001108380","2015-03-22","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   47",",,C","  120",",,C","   64",",,C",,,,,,
"CA001108380","2015-03-23","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   52",",,C","  118",",,C","   59",",,C",,,,,,
"CA001108380","2015-03-24","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  133",",,C","   55",",,C",,,,,,
"CA001108380","2015-03-25","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  261",",,C","  108",",,C","   71",",,C",,,,,,
"CA001108380","2015-03-26","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0","T,,C","  172",",,C","  105",",,C",,,,,,
"CA001108380","2015-03-27","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   14",",,C","  169",",,C","   78",",,C",,,,,,
"CA001108380","2015-03-28","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   23",",,C","  140",",,C","   88",",,C",,,,,,
"CA001108380","2015-03-29","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  179",",,C","  103",",,C","   84",",,C",,,,,,
"CA001108380","2015-03-30","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   20",",,C","  174",",,C","   92",",,C",,,,,,
"CA001108380","2015-03-31","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   36",",,C","  130",",,C","   51",",,C",,,,,,
"CA001108380","2015-04-01","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  109",",,C","   49",",,C","   79",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-02","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  130",",,C","   31",",,C","   81",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-03","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    8",",,C","  110",",,C","   66",",,C","   88",",,C","   16",",,C","  370",",,C"
"CA001108380","2015-04-04","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  124",",,C","   29",",,C","   77",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-05","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  116",",,C","    8",",,C","   62",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-06","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  131",",,C","   30",",,C","   81",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-07","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  137",",,C","   27",",,C","   82",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-08","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  134",",,C","   35",",,C","   85",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-09","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  150",",,C","   52",",,C","  101",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-10","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   18",",,C","  125",",,C","   71",",,C","   98",",,C","   20",",,C","  330",",,C"
"CA001108380","2015-04-11","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  120",",,C","   62",",,C","   91",",,C","   21",",,C","  370",",,C"
"CA001108380","2015-04-12","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    3",",,C","  115",",,C","   48",",,C","   82",",,C","   27",",,C","  330",",,C"
"CA001108380","2015-04-13","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   40",",,C","   88",",,C","   57",",,C","   73",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-14","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    3",",,C","  112",",,C","   30",",,C","   71",",,C","   27",",,C","  500",",,C"
"CA001108380","2015-04-15","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  125",",,C","   37",",,C","   81",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-16","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  140",",,C","   43",",,C","   92",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-17","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  144",",,C","   60",",,C","  102",",,C","   27",",,C","  480",",,C"
"CA001108380","2015-04-18","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  140",",,C","   64",",,C","  102",",,C","   29",",,C","  480",",,C"
"CA001108380","2015-04-19","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  152",",,C","   63",",,C","  108",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-20","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  161",",,C","   61",",,C","  111",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-21","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   29",",,C","  154",",,C","   76",",,C","  115",",,C","   29",",,C","  410",",,C"
"CA001108380","2015-04-22","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  139",",,C","   78",",,C","  109",",,C","   25",",,C","  370",",,C"
"CA001108380","2015-04-23","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   71",",,C","  106",",,C","   59",",,C","   83",",,C","    6",",,C","  350",",,C"
"CA001108380","2015-04-24","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","  144",",,C","  127",",,C","   46",",,C","   87",",,C","   19",",,C","  370",",,C"
"CA001108380","2015-04-25","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   84",",,C","  123",",,C","   56",",,C","   90",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-26","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  145",",,C","   51",",,C","   98",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-27","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   23",",,C","  188",",,C","   93",",,C","  141",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-28","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    6",",,C","  146",",,C","   99",",,C","  123",",,C","   31",",,C","  460",",,C"
"CA001108380","2015-04-29","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  151",",,C","   57",",,C","  104",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-04-30","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  142",",,C","   83",",,C","  113",",,C","   16",",,C","  330",",,C"
"CA001108380","2015-05-01","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  155",",,C","   96",",,C","  126",",,C","   27",",,C","  460",",,C"
"CA001108380","2015-05-02","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  146",",,C","   85",",,C","  116",",,C","   28",",,C","  480",",,C"
"CA001108380","2015-05-03","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  154",",,C","   46",",,C","  100",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-04","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    6",",,C","  177",",,C","   72",",,C","  125",",,C","   23",",,C","  330",",,C"
"CA001108380","2015-05-05","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    9",",,C","  143",",,C","   77",",,C","  110",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-06","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  145",",,C","   59",",,C","  102",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-07","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  170",",,C","   68",",,C","  119",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-08","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  201",",,C","   80",",,C","  141",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-09","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  197",",,C","   92",",,C","  145",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-10","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  177",",,C","  106",",,C","  142",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-11","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    8",",,C","  168",",,C","  110",",,C","  139",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-12","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  188",",,C","  119",",,C","  154",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-13","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  172",",,C","  115",",,C","  144",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-14","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   15",",,C","  165",",,C","  104",",,C","  135",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-15","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  173",",,C","  106",",,C","  140",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-16","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  187",",,C","  123",",,C","  155",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-17","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  176",",,C","  125",",,C","  151",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-18","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   14",",,C","  205",",,C","  118",",,C","  162",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-19","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  209",",,C","  112",",,C","  161",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-20","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  202",",,C","  106",",,C","  154",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-21","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  214",",,C","  122",",,C","  168",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-22","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  198",",,C","  123",",,C","  161",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-23","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  185",",,C","  127",",,C","  156",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-24","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  194",",,C","  127",",,C","  161",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-25","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  182",",,C","  125",",,C","  154",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-26","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  192",",,C","  138",",,C","  165",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-27","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  196",",,C","  143",",,C","  170",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-28","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  208",",,C","  121",",,C","  165",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-29","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  216",",,C","  132",",,C","  174",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-30","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  218",",,C","  121",",,C","  170",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-05-31","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  199",",,C","   96",",,C","  148",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-03","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  183",",,C","  124",",,C","  154",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-04","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  198",",,C","  130",",,C","  164",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-05","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  213",",,C","  116",",,C","  165",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-06","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  223",",,C","  122",",,C","  173",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-07","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  248",",,C","  153",",,C","  201",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-08","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  231",",,C","  137",",,C","  184",",,C","   30",",,C","  320",",,C"
"CA001108380","2015-06-09","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  202",",,C","  143",",,C","  173",",,C","   30",",,C","  440",",,C"
"CA001108380","2015-06-10","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  208",",,C","  138",",,C","  173",",,C","   31",",,C","  350",",,C"
"CA001108380","2015-06-11","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  195",",,C","  150",",,C","  173",",,C","   27",",,C","  370",",,C"
"CA001108380","2015-06-12","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    2",",,C","  194",",,C","  128",",,C","  161",",,C","   27",",,C","  670",",,C"
"CA001108380","2015-06-13","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  194",",,C","   93",",,C","  144",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-14","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  221",",,C","   99",",,C","  160",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-15","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  231",",,C","  115",",,C","  173",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-16","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  225",",,C","  129",",,C","  177",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-17","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  216",",,C","  118",",,C","  167",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-18","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","   28",",,C","  219",",,C","  135",",,C","  177",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-19","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  207",",,C","  112",",,C","  160",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-20","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  202",",,C","  112",",,C","  157",",,C","   29",",,C","  320",",,C"
"CA001108380","2015-06-21","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0","T,,C","  239",",,C","  110",",,C","  175",",,C","   31",",,C","  330",",,C"
"CA001108380","2015-06-22","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  230",",,C","  135",",,C","  183",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-23","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA",,,,,"  125",",,C",,,"    0",",,C","    0",",,C"
"CA001108380","2015-06-24","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0","T,,C","  233",",,C","  143",",,C","  188",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-25","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  248",",,C","  149",",,C","  199",",,C","    0",",,C","    0",",,C"
"CA001108380","2015-06-26","49.1833","-123.1833","2.0","VANCOUVER SEA ISLAND CCG, BC CA","    0",",,C","  250",",,C","  179",",,C","  215",",,C","    0",",,C","    0",",,C"
