location,lat,long,alt,year,bloom_date,bloom_doy
Japan/Urakawa,42.1625,142.7769444,36.74,1972,5/6/1972,127
Japan/Urakawa,42.1625,142.7769444,36.74,1973,5/14/1973,134
Japan/Urakawa,42.1625,142.7769444,36.74,1974,5/16/1974,136
Japan/Urakawa,42.1625,142.7769444,36.74,1975,5/12/1975,132
Japan/Urakawa,42.1625,142.7769444,36.74,1976,5/17/1976,138
Japan/Urakawa,42.1625,142.7769444,36.74,1977,5/16/1977,136
Japan/Urakawa,42.1625,142.7769444,36.74,1978,5/19/1978,139
Japan/Urakawa,42.1625,142.7769444,36.74,1979,5/21/1979,141
Japan/Urakawa,42.1625,142.7769444,36.74,1980,5/21/1980,142
Japan/Urakawa,42.1625,142.7769444,36.74,1981,5/14/1981,134
Japan/Urakawa,42.1625,142.7769444,36.74,1982,5/16/1982,136
Japan/Urakawa,42.1625,142.7769444,36.74,1983,5/8/1983,128
Japan/Urakawa,42.1625,142.7769444,36.74,1984,5/29/1984,150
Japan/Urakawa,42.1625,142.7769444,36.74,1985,5/15/1985,135
Japan/Urakawa,42.1625,142.7769444,36.74,1986,5/14/1986,134
Japan/Urakawa,42.1625,142.7769444,36.74,1987,5/15/1987,135
Japan/Urakawa,42.1625,142.7769444,36.74,1988,5/14/1988,135
Japan/Urakawa,42.1625,142.7769444,36.74,1989,5/12/1989,132
Japan/Urakawa,42.1625,142.7769444,36.74,1990,5/9/1990,129
Japan/Urakawa,42.1625,142.7769444,36.74,1991,5/10/1991,130
Japan/Urakawa,42.1625,142.7769444,36.74,1992,5/16/1992,137
Japan/Urakawa,42.1625,142.7769444,36.74,1993,5/17/1993,137
Japan/Urakawa,42.1625,142.7769444,36.74,1994,5/17/1994,137
Japan/Urakawa,42.1625,142.7769444,36.74,1995,5/11/1995,131
Japan/Urakawa,42.1625,142.7769444,36.74,1996,5/17/1996,138
Japan/Urakawa,42.1625,142.7769444,36.74,1997,5/9/1997,129
Japan/Urakawa,42.1625,142.7769444,36.74,1998,5/7/1998,127
Japan/Urakawa,42.1625,142.7769444,36.74,1999,5/6/1999,126
Japan/Urakawa,42.1625,142.7769444,36.74,2000,5/11/2000,132
Japan/Urakawa,42.1625,142.7769444,36.74,2001,5/13/2001,133
Japan/Urakawa,42.1625,142.7769444,36.74,2002,5/2/2002,122
Japan/Urakawa,42.1625,142.7769444,36.74,2003,5/13/2003,133
Japan/Urakawa,42.1625,142.7769444,36.74,2004,5/14/2004,135
Japan/Urakawa,42.1625,142.7769444,36.74,2005,5/20/2005,140
Japan/Urakawa,42.1625,142.7769444,36.74,2006,5/15/2006,135
Japan/Urakawa,42.1625,142.7769444,36.74,2007,5/10/2007,130
Japan/Urakawa,42.1625,142.7769444,36.74,2008,5/6/2008,127
Japan/Urakawa,42.1625,142.7769444,36.74,2009,5/8/2009,128
Japan/Esashi,41.86722222,140.1238889,3.72,1953,5/15/1953,135
Japan/Esashi,41.86722222,140.1238889,3.72,1954,5/8/1954,128
Japan/Esashi,41.86722222,140.1238889,3.72,1955,5/8/1955,128
Japan/Esashi,41.86722222,140.1238889,3.72,1956,5/9/1956,130
Japan/Esashi,41.86722222,140.1238889,3.72,1957,5/9/1957,129
Japan/Esashi,41.86722222,140.1238889,3.72,1958,5/11/1958,131
Japan/Esashi,41.86722222,140.1238889,3.72,1959,5/6/1959,126
Japan/Esashi,41.86722222,140.1238889,3.72,1960,5/9/1960,130
Japan/Esashi,41.86722222,140.1238889,3.72,1961,5/4/1961,124
Japan/Esashi,41.86722222,140.1238889,3.72,1962,5/4/1962,124
Japan/Esashi,41.86722222,140.1238889,3.72,1963,5/6/1963,126
Japan/Esashi,41.86722222,140.1238889,3.72,1964,5/8/1964,129
Japan/Esashi,41.86722222,140.1238889,3.72,1965,5/20/1965,140
Japan/Esashi,41.86722222,140.1238889,3.72,1966,5/9/1966,129
Japan/Esashi,41.86722222,140.1238889,3.72,1967,5/7/1967,127
Japan/Esashi,41.86722222,140.1238889,3.72,1968,5/5/1968,126
Japan/Esashi,41.86722222,140.1238889,3.72,1969,5/12/1969,132
Japan/Esashi,41.86722222,140.1238889,3.72,1970,5/9/1970,129
Japan/Esashi,41.86722222,140.1238889,3.72,1971,5/16/1971,136
Japan/Esashi,41.86722222,140.1238889,3.72,1972,5/4/1972,125
Japan/Esashi,41.86722222,140.1238889,3.72,1973,5/6/1973,126
Japan/Esashi,41.86722222,140.1238889,3.72,1974,5/14/1974,134
Japan/Esashi,41.86722222,140.1238889,3.72,1975,5/5/1975,125
Japan/Esashi,41.86722222,140.1238889,3.72,1976,5/9/1976,130
Japan/Esashi,41.86722222,140.1238889,3.72,1977,5/14/1977,134
Japan/Esashi,41.86722222,140.1238889,3.72,1978,5/12/1978,132
Japan/Esashi,41.86722222,140.1238889,3.72,1979,5/8/1979,128
Japan/Esashi,41.86722222,140.1238889,3.72,1980,5/16/1980,137
Japan/Esashi,41.86722222,140.1238889,3.72,1981,5/8/1981,128
Japan/Esashi,41.86722222,140.1238889,3.72,1982,5/6/1982,126
Japan/Esashi,41.86722222,140.1238889,3.72,1983,4/27/1983,117
Japan/Esashi,41.86722222,140.1238889,3.72,1984,5/21/1984,142
Japan/Esashi,41.86722222,140.1238889,3.72,1985,5/8/1985,128
Japan/Esashi,41.86722222,140.1238889,3.72,1986,5/8/1986,128
Japan/Esashi,41.86722222,140.1238889,3.72,1987,5/9/1987,129
Japan/Esashi,41.86722222,140.1238889,3.72,1988,5/7/1988,128
Japan/Esashi,41.86722222,140.1238889,3.72,1989,4/27/1989,117
Japan/Esashi,41.86722222,140.1238889,3.72,1990,4/26/1990,116
Japan/Esashi,41.86722222,140.1238889,3.72,1991,5/5/1991,125
Japan/Esashi,41.86722222,140.1238889,3.72,1992,5/2/1992,123
Japan/Esashi,41.86722222,140.1238889,3.72,1993,5/5/1993,125
Japan/Esashi,41.86722222,140.1238889,3.72,1995,5/1/1995,121
Japan/Esashi,41.86722222,140.1238889,3.72,1996,5/9/1996,130
Japan/Esashi,41.86722222,140.1238889,3.72,1997,5/3/1997,123
Japan/Esashi,41.86722222,140.1238889,3.72,1998,4/24/1998,114
Japan/Esashi,41.86722222,140.1238889,3.72,1999,5/2/1999,122
Japan/Esashi,41.86722222,140.1238889,3.72,2000,5/7/2000,128
Japan/Esashi,41.86722222,140.1238889,3.72,2001,5/4/2001,124
Japan/Esashi,41.86722222,140.1238889,3.72,2002,4/21/2002,111
Japan/Esashi,41.86722222,140.1238889,3.72,2003,5/3/2003,123
Japan/Esashi,41.86722222,140.1238889,3.72,2004,5/5/2004,126
Japan/Esashi,41.86722222,140.1238889,3.72,2005,5/12/2005,132
Japan/Esashi,41.86722222,140.1238889,3.72,2006,5/10/2006,130
Japan/Esashi,41.86722222,140.1238889,3.72,2007,5/6/2007,126
Japan/Hakodate,41.81666667,140.7541667,35,1953,5/9/1953,129
Japan/Hakodate,41.81666667,140.7541667,35,1954,5/7/1954,127
Japan/Hakodate,41.81666667,140.7541667,35,1955,5/14/1955,134
Japan/Hakodate,41.81666667,140.7541667,35,1956,5/8/1956,129
Japan/Hakodate,41.81666667,140.7541667,35,1957,5/12/1957,132
Japan/Hakodate,41.81666667,140.7541667,35,1958,5/10/1958,130
Japan/Hakodate,41.81666667,140.7541667,35,1959,5/2/1959,122
Japan/Hakodate,41.81666667,140.7541667,35,1960,5/10/1960,131
Japan/Hakodate,41.81666667,140.7541667,35,1961,5/5/1961,125
Japan/Hakodate,41.81666667,140.7541667,35,1962,5/8/1962,128
Japan/Hakodate,41.81666667,140.7541667,35,1963,5/8/1963,128
Japan/Hakodate,41.81666667,140.7541667,35,1964,5/10/1964,131
Japan/Hakodate,41.81666667,140.7541667,35,1965,5/16/1965,136
Japan/Hakodate,41.81666667,140.7541667,35,1966,5/11/1966,131
Japan/Hakodate,41.81666667,140.7541667,35,1967,5/9/1967,129
Japan/Hakodate,41.81666667,140.7541667,35,1968,5/7/1968,128
Japan/Hakodate,41.81666667,140.7541667,35,1969,5/8/1969,128
Japan/Hakodate,41.81666667,140.7541667,35,1970,5/11/1970,131
Japan/Hakodate,41.81666667,140.7541667,35,1971,5/14/1971,134
Japan/Hakodate,41.81666667,140.7541667,35,1972,5/4/1972,125
Japan/Hakodate,41.81666667,140.7541667,35,1973,5/7/1973,127
Japan/Hakodate,41.81666667,140.7541667,35,1974,5/12/1974,132
Japan/Hakodate,41.81666667,140.7541667,35,1975,5/7/1975,127
Japan/Hakodate,41.81666667,140.7541667,35,1976,5/11/1976,132
Japan/Hakodate,41.81666667,140.7541667,35,1977,5/12/1977,132
Japan/Hakodate,41.81666667,140.7541667,35,1978,5/10/1978,130
Japan/Hakodate,41.81666667,140.7541667,35,1979,5/11/1979,131
Japan/Hakodate,41.81666667,140.7541667,35,1980,5/15/1980,136
Japan/Hakodate,41.81666667,140.7541667,35,1981,5/6/1981,126
Japan/Hakodate,41.81666667,140.7541667,35,1982,5/9/1982,129
Japan/Hakodate,41.81666667,140.7541667,35,1983,4/30/1983,120
Japan/Hakodate,41.81666667,140.7541667,35,1984,5/27/1984,148
Japan/Hakodate,41.81666667,140.7541667,35,1985,5/9/1985,129
Japan/Hakodate,41.81666667,140.7541667,35,1986,5/8/1986,128
Japan/Hakodate,41.81666667,140.7541667,35,1987,5/8/1987,128
Japan/Hakodate,41.81666667,140.7541667,35,1988,5/6/1988,127
Japan/Hakodate,41.81666667,140.7541667,35,1989,5/1/1989,121
Japan/Hakodate,41.81666667,140.7541667,35,1990,4/26/1990,116
Japan/Hakodate,41.81666667,140.7541667,35,1991,5/2/1991,122
Japan/Hakodate,41.81666667,140.7541667,35,1992,5/2/1992,123
Japan/Hakodate,41.81666667,140.7541667,35,1993,5/2/1993,122
Japan/Hakodate,41.81666667,140.7541667,35,1994,5/5/1994,125
Japan/Hakodate,41.81666667,140.7541667,35,1995,5/3/1995,123
Japan/Hakodate,41.81666667,140.7541667,35,1996,5/11/1996,132
Japan/Hakodate,41.81666667,140.7541667,35,1997,5/1/1997,121
Japan/Hakodate,41.81666667,140.7541667,35,1998,4/24/1998,114
Japan/Hakodate,41.81666667,140.7541667,35,1999,5/2/1999,122
Japan/Hakodate,41.81666667,140.7541667,35,2000,5/8/2000,129
Japan/Hakodate,41.81666667,140.7541667,35,2001,5/3/2001,123
Japan/Hakodate,41.81666667,140.7541667,35,2002,4/21/2002,111
Japan/Hakodate,41.81666667,140.7541667,35,2003,5/2/2003,122
Japan/Hakodate,41.81666667,140.7541667,35,2004,4/30/2004,121
Japan/Hakodate,41.81666667,140.7541667,35,2005,5/5/2005,125
Japan/Hakodate,41.81666667,140.7541667,35,2006,5/12/2006,132
Japan/Hakodate,41.81666667,140.7541667,35,2007,5/4/2007,124
Japan/Hakodate,41.81666667,140.7541667,35,2008,4/26/2008,117
Japan/Hakodate,41.81666667,140.7541667,35,2009,5/1/2009,121
Japan/Hakodate,41.81666667,140.7541667,35,2010,5/10/2010,130
Japan/Hakodate,41.81666667,140.7541667,35,2011,5/6/2011,126
Japan/Hakodate,41.81666667,140.7541667,35,2012,5/5/2012,126
Japan/Hakodate,41.81666667,140.7541667,35,2013,5/12/2013,132
Japan/Hakodate,41.81666667,140.7541667,35,2014,5/1/2014,121
Japan/Hakodate,41.81666667,140.7541667,35,2015,4/24/2015,114
Japan/Hakodate,41.81666667,140.7541667,35,2016,4/26/2016,117
Japan/Hakodate,41.81666667,140.7541667,35,2017,4/30/2017,120
Japan/Hakodate,41.81666667,140.7541667,35,2018,4/28/2018,118
Japan/Hakodate,41.81666667,140.7541667,35,2019,4/29/2019,119
Japan/Hakodate,41.81666667,140.7541667,35,2020,5/1/2020,122
Japan/Hakodate,41.81666667,140.7541667,35,2021,4/23/2021,113
Japan/Kutchan,42.90111111,140.7580556,176.1,1954,5/19/1954,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1955,5/23/1955,143
Japan/Kutchan,42.90111111,140.7580556,176.1,1957,5/19/1957,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1958,5/20/1958,140
Japan/Kutchan,42.90111111,140.7580556,176.1,1959,5/6/1959,126
Japan/Kutchan,42.90111111,140.7580556,176.1,1960,5/20/1960,141
Japan/Kutchan,42.90111111,140.7580556,176.1,1961,5/12/1961,132
Japan/Kutchan,42.90111111,140.7580556,176.1,1962,5/12/1962,132
Japan/Kutchan,42.90111111,140.7580556,176.1,1963,5/12/1963,132
Japan/Kutchan,42.90111111,140.7580556,176.1,1964,5/13/1964,134
Japan/Kutchan,42.90111111,140.7580556,176.1,1965,5/23/1965,143
Japan/Kutchan,42.90111111,140.7580556,176.1,1966,5/19/1966,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1967,5/11/1967,131
Japan/Kutchan,42.90111111,140.7580556,176.1,1968,5/13/1968,134
Japan/Kutchan,42.90111111,140.7580556,176.1,1969,5/13/1969,133
Japan/Kutchan,42.90111111,140.7580556,176.1,1970,5/19/1970,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1972,5/10/1972,131
Japan/Kutchan,42.90111111,140.7580556,176.1,1973,5/15/1973,135
Japan/Kutchan,42.90111111,140.7580556,176.1,1974,5/18/1974,138
Japan/Kutchan,42.90111111,140.7580556,176.1,1975,5/13/1975,133
Japan/Kutchan,42.90111111,140.7580556,176.1,1976,5/19/1976,140
Japan/Kutchan,42.90111111,140.7580556,176.1,1977,5/22/1977,142
Japan/Kutchan,42.90111111,140.7580556,176.1,1978,5/17/1978,137
Japan/Kutchan,42.90111111,140.7580556,176.1,1979,5/21/1979,141
Japan/Kutchan,42.90111111,140.7580556,176.1,1980,5/23/1980,144
Japan/Kutchan,42.90111111,140.7580556,176.1,1981,5/13/1981,133
Japan/Kutchan,42.90111111,140.7580556,176.1,1982,5/15/1982,135
Japan/Kutchan,42.90111111,140.7580556,176.1,1983,5/4/1983,124
Japan/Kutchan,42.90111111,140.7580556,176.1,1984,5/24/1984,145
Japan/Kutchan,42.90111111,140.7580556,176.1,1985,5/14/1985,134
Japan/Kutchan,42.90111111,140.7580556,176.1,1986,5/16/1986,136
Japan/Kutchan,42.90111111,140.7580556,176.1,1987,5/17/1987,137
Japan/Kutchan,42.90111111,140.7580556,176.1,1988,5/18/1988,139
Japan/Kutchan,42.90111111,140.7580556,176.1,1989,5/9/1989,129
Japan/Kutchan,42.90111111,140.7580556,176.1,1990,5/8/1990,128
Japan/Kutchan,42.90111111,140.7580556,176.1,1991,5/11/1991,131
Japan/Kutchan,42.90111111,140.7580556,176.1,1992,5/15/1992,136
Japan/Kutchan,42.90111111,140.7580556,176.1,1993,5/15/1993,135
Japan/Kutchan,42.90111111,140.7580556,176.1,1994,5/18/1994,138
Japan/Kutchan,42.90111111,140.7580556,176.1,1995,5/10/1995,130
Japan/Kutchan,42.90111111,140.7580556,176.1,1996,5/23/1996,144
Japan/Kutchan,42.90111111,140.7580556,176.1,1997,5/13/1997,133
Japan/Kutchan,42.90111111,140.7580556,176.1,1998,5/4/1998,124
Japan/Kutchan,42.90111111,140.7580556,176.1,1999,5/14/1999,134
Japan/Kutchan,42.90111111,140.7580556,176.1,2000,5/15/2000,136
Japan/Kutchan,42.90111111,140.7580556,176.1,2001,5/12/2001,132
Japan/Kutchan,42.90111111,140.7580556,176.1,2002,4/28/2002,118
Japan/Kutchan,42.90111111,140.7580556,176.1,2003,5/8/2003,128
Japan/Kutchan,42.90111111,140.7580556,176.1,2004,5/9/2004,130
Japan/Kutchan,42.90111111,140.7580556,176.1,2005,5/20/2005,140
Japan/Kutchan,42.90111111,140.7580556,176.1,2006,5/17/2006,137
Japan/Mombetsu,44.345,143.3552778,15.8,1956,5/11/1956,132
Japan/Mombetsu,44.345,143.3552778,15.8,1957,5/18/1957,138
Japan/Mombetsu,44.345,143.3552778,15.8,1958,5/20/1958,140
Japan/Mombetsu,44.345,143.3552778,15.8,1959,5/4/1959,124
Japan/Mombetsu,44.345,143.3552778,15.8,1960,5/17/1960,138
Japan/Mombetsu,44.345,143.3552778,15.8,1961,5/9/1961,129
Japan/Mombetsu,44.345,143.3552778,15.8,1962,5/12/1962,132
Japan/Mombetsu,44.345,143.3552778,15.8,1963,5/11/1963,131
Japan/Mombetsu,44.345,143.3552778,15.8,1964,5/14/1964,135
Japan/Mombetsu,44.345,143.3552778,15.8,1965,5/20/1965,140
Japan/Mombetsu,44.345,143.3552778,15.8,1966,5/20/1966,140
Japan/Mombetsu,44.345,143.3552778,15.8,1967,5/8/1967,128
Japan/Mombetsu,44.345,143.3552778,15.8,1968,5/9/1968,130
Japan/Mombetsu,44.345,143.3552778,15.8,1969,5/10/1969,130
Japan/Mombetsu,44.345,143.3552778,15.8,1970,5/11/1970,131
Japan/Mombetsu,44.345,143.3552778,15.8,1971,5/18/1971,138
Japan/Mombetsu,44.345,143.3552778,15.8,1972,5/7/1972,128
Japan/Mombetsu,44.345,143.3552778,15.8,1973,5/14/1973,134
Japan/Mombetsu,44.345,143.3552778,15.8,1974,5/17/1974,137
Japan/Mombetsu,44.345,143.3552778,15.8,1975,5/24/1975,144
Japan/Mombetsu,44.345,143.3552778,15.8,1976,5/13/1976,134
Japan/Mombetsu,44.345,143.3552778,15.8,1977,5/14/1977,134
Japan/Mombetsu,44.345,143.3552778,15.8,1978,5/11/1978,131
Japan/Mombetsu,44.345,143.3552778,15.8,1979,5/24/1979,144
Japan/Mombetsu,44.345,143.3552778,15.8,1980,5/22/1980,143
Japan/Mombetsu,44.345,143.3552778,15.8,1981,5/13/1981,133
Japan/Mombetsu,44.345,143.3552778,15.8,1982,5/16/1982,136
Japan/Mombetsu,44.345,143.3552778,15.8,1983,5/3/1983,123
Japan/Mombetsu,44.345,143.3552778,15.8,1984,5/28/1984,149
Japan/Mombetsu,44.345,143.3552778,15.8,1985,5/12/1985,132
Japan/Mombetsu,44.345,143.3552778,15.8,1986,5/8/1986,128
Japan/Mombetsu,44.345,143.3552778,15.8,1987,5/9/1987,129
Japan/Mombetsu,44.345,143.3552778,15.8,1988,5/15/1988,136
Japan/Mombetsu,44.345,143.3552778,15.8,1989,5/18/1989,138
Japan/Mombetsu,44.345,143.3552778,15.8,1990,5/7/1990,127
Japan/Mombetsu,44.345,143.3552778,15.8,1991,5/9/1991,129
Japan/Mombetsu,44.345,143.3552778,15.8,1992,5/13/1992,134
Japan/Mombetsu,44.345,143.3552778,15.8,1993,5/20/1993,140
Japan/Mombetsu,44.345,143.3552778,15.8,1994,5/12/1994,132
Japan/Mombetsu,44.345,143.3552778,15.8,1995,5/9/1995,129
Japan/Mombetsu,44.345,143.3552778,15.8,1996,5/29/1996,150
Japan/Mombetsu,44.345,143.3552778,15.8,1997,5/13/1997,133
Japan/Mombetsu,44.345,143.3552778,15.8,1998,5/1/1998,121
Japan/Mombetsu,44.345,143.3552778,15.8,1999,5/18/1999,138
Japan/Mombetsu,44.345,143.3552778,15.8,2000,5/26/2000,147
Japan/Mombetsu,44.345,143.3552778,15.8,2001,5/14/2001,134
Japan/Mombetsu,44.345,143.3552778,15.8,2002,4/30/2002,120
Japan/Mombetsu,44.345,143.3552778,15.8,2003,5/11/2003,131
Japan/Mombetsu,44.345,143.3552778,15.8,2004,5/13/2004,134
Japan/Mombetsu,44.345,143.3552778,15.8,2005,5/26/2005,146
Japan/Mombetsu,44.345,143.3552778,15.8,2006,5/18/2006,138
Japan/Mombetsu,44.345,143.3552778,15.8,2007,5/21/2007,141
Japan/Hiroo,42.29444444,143.3166667,32.4,1958,5/15/1958,135
Japan/Hiroo,42.29444444,143.3166667,32.4,1959,5/3/1959,123
Japan/Hiroo,42.29444444,143.3166667,32.4,1960,5/13/1960,134
Japan/Hiroo,42.29444444,143.3166667,32.4,1961,5/7/1961,127
Japan/Hiroo,42.29444444,143.3166667,32.4,1962,5/8/1962,128
Japan/Hiroo,42.29444444,143.3166667,32.4,1963,5/9/1963,129
Japan/Hiroo,42.29444444,143.3166667,32.4,1964,5/15/1964,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1965,5/20/1965,140
Japan/Hiroo,42.29444444,143.3166667,32.4,1966,5/19/1966,139
Japan/Hiroo,42.29444444,143.3166667,32.4,1967,5/7/1967,127
Japan/Hiroo,42.29444444,143.3166667,32.4,1968,5/10/1968,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1969,5/10/1969,130
Japan/Hiroo,42.29444444,143.3166667,32.4,1970,5/15/1970,135
Japan/Hiroo,42.29444444,143.3166667,32.4,1971,5/16/1971,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1972,5/9/1972,130
Japan/Hiroo,42.29444444,143.3166667,32.4,1973,5/8/1973,128
Japan/Hiroo,42.29444444,143.3166667,32.4,1974,5/15/1974,135
Japan/Hiroo,42.29444444,143.3166667,32.4,1975,5/16/1975,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1976,5/10/1976,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1977,5/13/1977,133
Japan/Hiroo,42.29444444,143.3166667,32.4,1978,5/13/1978,133
Japan/Hiroo,42.29444444,143.3166667,32.4,1979,5/22/1979,142
Japan/Hiroo,42.29444444,143.3166667,32.4,1980,5/20/1980,141
Japan/Hiroo,42.29444444,143.3166667,32.4,1981,5/11/1981,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1982,5/12/1982,132
Japan/Hiroo,42.29444444,143.3166667,32.4,1983,5/3/1983,123
Japan/Hiroo,42.29444444,143.3166667,32.4,1984,5/31/1984,152
Japan/Hiroo,42.29444444,143.3166667,32.4,1985,5/12/1985,132
Japan/Hiroo,42.29444444,143.3166667,32.4,1986,5/11/1986,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1987,5/9/1987,129
Japan/Hiroo,42.29444444,143.3166667,32.4,1988,5/10/1988,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1989,5/11/1989,131
Japan/Hiroo,42.29444444,143.3166667,32.4,1990,5/6/1990,126
Japan/Hiroo,42.29444444,143.3166667,32.4,1991,5/7/1991,127
Japan/Hiroo,42.29444444,143.3166667,32.4,1992,5/15/1992,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1993,5/16/1993,136
Japan/Hiroo,42.29444444,143.3166667,32.4,1994,5/10/1994,130
Japan/Hiroo,42.29444444,143.3166667,32.4,1995,5/8/1995,128
Japan/Hiroo,42.29444444,143.3166667,32.4,1996,5/20/1996,141
Japan/Hiroo,42.29444444,143.3166667,32.4,1997,5/4/1997,124
Japan/Hiroo,42.29444444,143.3166667,32.4,1998,4/30/1998,120
Japan/Shinjo,38.75694444,140.3122222,105.1,1958,4/28/1958,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1959,4/21/1959,111
Japan/Shinjo,38.75694444,140.3122222,105.1,1960,4/29/1960,120
Japan/Shinjo,38.75694444,140.3122222,105.1,1961,4/28/1961,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1962,4/27/1962,117
Japan/Shinjo,38.75694444,140.3122222,105.1,1963,4/28/1963,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1964,4/24/1964,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1965,5/9/1965,129
Japan/Shinjo,38.75694444,140.3122222,105.1,1966,4/26/1966,116
Japan/Shinjo,38.75694444,140.3122222,105.1,1967,4/26/1967,116
Japan/Shinjo,38.75694444,140.3122222,105.1,1968,4/28/1968,119
Japan/Shinjo,38.75694444,140.3122222,105.1,1969,4/28/1969,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1970,5/3/1970,123
Japan/Shinjo,38.75694444,140.3122222,105.1,1971,4/28/1971,118
Japan/Shinjo,38.75694444,140.3122222,105.1,1972,4/19/1972,110
Japan/Shinjo,38.75694444,140.3122222,105.1,1973,4/25/1973,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1974,5/4/1974,124
Japan/Shinjo,38.75694444,140.3122222,105.1,1975,4/27/1975,117
Japan/Shinjo,38.75694444,140.3122222,105.1,1976,4/30/1976,121
Japan/Shinjo,38.75694444,140.3122222,105.1,1977,4/30/1977,120
Japan/Shinjo,38.75694444,140.3122222,105.1,1978,5/2/1978,122
Japan/Shinjo,38.75694444,140.3122222,105.1,1979,4/25/1979,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1980,5/3/1980,124
Japan/Shinjo,38.75694444,140.3122222,105.1,1981,5/2/1981,122
Japan/Shinjo,38.75694444,140.3122222,105.1,1982,4/26/1982,116
Japan/Shinjo,38.75694444,140.3122222,105.1,1983,4/23/1983,113
Japan/Shinjo,38.75694444,140.3122222,105.1,1984,5/11/1984,132
Japan/Shinjo,38.75694444,140.3122222,105.1,1985,4/29/1985,119
Japan/Shinjo,38.75694444,140.3122222,105.1,1986,4/30/1986,120
Japan/Shinjo,38.75694444,140.3122222,105.1,1987,4/27/1987,117
Japan/Shinjo,38.75694444,140.3122222,105.1,1988,4/30/1988,121
Japan/Shinjo,38.75694444,140.3122222,105.1,1989,4/19/1989,109
Japan/Shinjo,38.75694444,140.3122222,105.1,1990,4/17/1990,107
Japan/Shinjo,38.75694444,140.3122222,105.1,1991,4/22/1991,112
Japan/Shinjo,38.75694444,140.3122222,105.1,1992,4/24/1992,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1993,4/26/1993,116
Japan/Shinjo,38.75694444,140.3122222,105.1,1994,4/25/1994,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1995,4/25/1995,115
Japan/Shinjo,38.75694444,140.3122222,105.1,1996,4/30/1996,121
Japan/Shinjo,38.75694444,140.3122222,105.1,1997,4/28/1997,118
Japan/Aomori,40.82166667,140.7688889,2.8,1956,5/2/1956,123
Japan/Aomori,40.82166667,140.7688889,2.8,1957,5/7/1957,127
Japan/Aomori,40.82166667,140.7688889,2.8,1958,5/4/1958,124
Japan/Aomori,40.82166667,140.7688889,2.8,1959,4/25/1959,115
Japan/Aomori,40.82166667,140.7688889,2.8,1960,5/1/1960,122
Japan/Aomori,40.82166667,140.7688889,2.8,1961,4/29/1961,119
Japan/Aomori,40.82166667,140.7688889,2.8,1962,4/30/1962,120
Japan/Aomori,40.82166667,140.7688889,2.8,1963,4/26/1963,116
Japan/Aomori,40.82166667,140.7688889,2.8,1964,5/2/1964,123
Japan/Aomori,40.82166667,140.7688889,2.8,1965,5/10/1965,130
Japan/Aomori,40.82166667,140.7688889,2.8,1966,5/5/1966,125
Japan/Aomori,40.82166667,140.7688889,2.8,1967,5/3/1967,123
Japan/Aomori,40.82166667,140.7688889,2.8,1968,5/3/1968,124
Japan/Aomori,40.82166667,140.7688889,2.8,1969,5/4/1969,124
Japan/Aomori,40.82166667,140.7688889,2.8,1970,5/7/1970,127
Japan/Aomori,40.82166667,140.7688889,2.8,1971,5/5/1971,125
Japan/Aomori,40.82166667,140.7688889,2.8,1972,4/29/1972,120
Japan/Aomori,40.82166667,140.7688889,2.8,1973,4/28/1973,118
Japan/Aomori,40.82166667,140.7688889,2.8,1974,5/7/1974,127
Japan/Aomori,40.82166667,140.7688889,2.8,1975,5/1/1975,121
Japan/Aomori,40.82166667,140.7688889,2.8,1976,5/4/1976,125
Japan/Aomori,40.82166667,140.7688889,2.8,1977,5/7/1977,127
Japan/Aomori,40.82166667,140.7688889,2.8,1978,5/4/1978,124
Japan/Aomori,40.82166667,140.7688889,2.8,1979,5/6/1979,126
Japan/Aomori,40.82166667,140.7688889,2.8,1980,5/9/1980,130
Japan/Aomori,40.82166667,140.7688889,2.8,1981,5/1/1981,121
Japan/Aomori,40.82166667,140.7688889,2.8,1982,5/4/1982,124
Japan/Aomori,40.82166667,140.7688889,2.8,1983,4/25/1983,115
Japan/Aomori,40.82166667,140.7688889,2.8,1984,5/18/1984,139
Japan/Aomori,40.82166667,140.7688889,2.8,1985,5/3/1985,123
Japan/Aomori,40.82166667,140.7688889,2.8,1986,5/5/1986,125
