"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-07","  68.0","000000","999.9","  90.0","  68.0","  8.9"," 0.00","1006.4","999.9","001.5","  78.8","  8.9","  6.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-08","  68.8","000000","999.9","  91.0","  66.0","  7.0"," 0.00","1006.3","999.9","001.5","  80.3","  7.3","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-09","  73.0","010000","999.9","  84.9","  75.0","  8.9"," 0.02","1007.5","999.9","002.6","  79.5","  2.9","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-10","  72.8","010000","999.9","  87.1","  75.0","  5.1"," 0.63","1010.1","999.9","005.2","  79.2","  2.7","  2.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-11","  72.0","000000","999.9","  91.9","  73.9","  5.1"," 0.00","1012.3","999.9","007.5","  81.0","  4.1","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-12","  71.3","000000","999.9","  91.9","  73.0","  5.1"," 0.02","1011.2","999.9","006.3","  80.5","  3.2","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-13","  66.2","000000","999.9","  87.1","  72.0"," 13.0"," 0.02","1011.3","999.9","006.4","  78.5"," 12.0","  5.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-14","  67.2","000000","999.9","  90.0","  71.1","  7.0"," 0.00","1013.9","999.9","009.2","  79.0","  8.2","  3.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-15","  70.0","000000","999.9","  90.0","  69.1","  5.1"," 0.00","1015.3","999.9","010.4","  80.0","  3.9","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-16","  68.8","000000","999.9","  95.0","  72.0","  8.0"," 0.00","1014.2","999.9","009.2","  81.7","  6.9","  4.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-17","  71.3","010000","999.9","  93.0","  70.0","  5.1"," 0.04","1012.0","999.9","007.2","  82.5","  2.8","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-18","  72.5","000000","999.9","  91.9","  73.9","  9.9"," 0.00","1009.5","999.9","004.6","  82.8","  2.3","  5.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-19","  70.5","000000","999.9","  93.9","  73.9","  8.9"," 0.08","1005.8","999.9","000.9","  83.3","  3.5","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-20","  71.3","010010","999.9","  82.9","  73.0","  8.0"," 4.45","1004.1","999.9","999.2","  78.0","  2.4","  6.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-21","  73.0","010000","999.9","  91.0","  73.0","  7.0"," 0.24","1002.6","999.9","997.7","  79.8","  7.1","  5.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-22","  70.5","010000","999.9","  90.0","  75.9"," 13.0"," 0.01"," 998.3","999.9","993.5","  83.5"," 12.1"," 11.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-23","  72.8","010000","999.9","  93.0","  77.0","  7.0"," 0.02","1003.1","999.9","998.3","  82.7","  8.5","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-24","  72.5","010010","999.9","  87.1","  77.0","  5.1"," 0.71","1010.2","999.9","005.4","  81.2","  5.4","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-25","  73.9","010000","999.9","  87.1","  75.9"," 16.9"," 0.35","1010.8","999.9","005.8","  80.5"," 10.8"," 10.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-26","  70.5","010010","999.9","  82.0","  71.1","  8.0"," 1.30","1013.4","999.9","008.5","  74.0","  5.7","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-27","  72.5","010000","999.9","  84.0","  71.1","  5.1"," 0.02","1012.1","999.9","007.3","  78.8","  8.9","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-28","  72.0","000000","999.9","  91.0","  75.0","  9.9"," 0.00","1009.1","999.9","004.2","  81.5","  7.4","  3.9"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-29","  72.2","000000","999.9","  95.0","  75.0","  5.1"," 0.00","1007.1","999.9","002.2","  83.8","  2.5","  3.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-30","  74.0","000000","999.9","  93.0","  73.9"," 12.0"," 0.00","1006.2","999.9","001.3","  83.3","  3.7","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-07-31","  74.3","000000","999.9","  95.0","  75.9","  8.0"," 0.00","1004.7","999.9","999.9","  86.0","  9.8","  4.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-01","  74.5","000000","999.9","  95.0","  77.0"," 14.0"," 0.02","1006.5","999.9","001.6","  86.3","  7.5","  6.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-02","  73.5","010010","999.9","  95.0","  73.9","  8.0"," 0.16","1011.8","999.9","007.0","  82.4","  8.3","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-03","  73.5","000000","999.9","  93.9","  73.9","  8.0"," 0.00","1013.9","999.9","009.0","  84.0","  7.5","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-04","  74.5","000000","999.9","  97.0","  75.9","  5.1"," 0.28","1012.3","999.9","007.5","  84.5","  4.5","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-05","  67.0","000000","999.9","  91.9","  70.0"," 11.1"," 0.00","1011.0","999.9","006.0","  80.7"," 22.8","  5.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-06","  64.0","000000","999.9","  89.1","  68.0","  6.0"," 0.00","1010.8","999.9","005.9","  78.0","  7.7","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-07","  66.0","000000","999.9","  87.1","  69.1","  8.0"," 0.00","1012.1","999.9","007.2","  78.5"," 11.7","  5.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-08","  68.0","000000","999.9","  88.0","  70.0","  8.9"," 0.02","1014.2","999.9","009.3","  80.7","  8.6","  4.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-09","  67.0","000000","999.9","  90.0","  71.1"," 11.1"," 0.00","1014.3","999.9","009.5","  80.0","  4.2","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-10","  67.2","000000","999.9","  91.0","  70.0","  8.9"," 0.00","1014.0","999.9","009.2","  80.2"," 10.7","  3.9"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-11","  70.3","000000","999.9","  91.0","  73.0","  7.0"," 0.00","1013.8","999.9","008.8","  81.2","  4.6","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-12","  70.1","000000","999.9","  91.0","  73.0"," 11.1"," 0.02","1010.2","999.9","005.4","  80.7","  5.0","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-13","  70.5","010000","999.9","  87.1","  73.0","  6.0"," 0.24","1006.8","999.9","002.0","  76.8","  4.8","  4.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-14","  72.7","010000","999.9","  80.1","  72.0","  4.1"," 0.08","1005.3","999.9","000.4","  76.7","  2.0","  2.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-15","  71.2","010000","999.9","  91.9","  72.0","  5.1"," 0.02","1009.6","999.9","004.7","  78.8","  8.5","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-16","  70.8","000000","999.9","  91.9","  72.0","  5.1"," 0.00","1013.5","999.9","008.7","  81.0","  5.6","  2.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-17","  70.5","000000","999.9","  93.9","  71.1","  9.9"," 0.00","1015.3","999.9","010.4","  82.5","  7.3","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-18","  70.3","000000","999.9","  93.9","  75.0"," 14.0"," 0.02","1012.8","999.9","008.0","  82.3","  5.0","  6.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-19","  71.3","000000","999.9","  93.0","  73.9","  9.9"," 0.00","1008.8","999.9","004.1","  84.0","  5.8","  5.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-20","  72.7","010000","999.9","  91.0","  75.0"," 12.0"," 1.93","1006.9","999.9","002.1","  81.8","  3.5","  5.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-21","  69.5","000000","999.9","  88.0","  73.0"," 12.0"," 0.00","1008.4","999.9","003.5","  79.5","  8.5","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-22","  67.5","000000","999.9","  88.0","  71.1","  8.0"," 0.02","1010.6","999.9","005.9","  78.5","  7.2","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-23","  71.5","010000","999.9","  90.0","  72.0","  5.1"," 0.35","1011.5","999.9","006.7","  80.5","  3.4","  2.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-24","  73.5","010000","999.9","  82.0","  73.9","  9.9"," 1.34","1011.2","999.9","006.3","  78.3","  5.0","  6.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-25","  72.8","010000","999.9","  78.1","  75.9"," 32.1"," 2.36","9999.9","999.9","999.9","  77.0","  8.4"," 18.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-26","  73.2","000000","999.9","  91.0","  73.0","  9.9"," 0.02","1009.1","999.9","004.3","  81.2","  9.6","  3.9"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-27","  73.7","010010","999.9","  93.0","  73.9","  6.0"," 0.75","1012.2","999.9","007.3","  82.4","  6.9","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-28","  70.2","000000","999.9","  89.1","  72.0","  6.0"," 0.00","1013.4","999.9","008.5","  78.7","  9.1","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-29","  69.3","010000","999.9","  87.1","  70.0","  8.9"," 0.02","1010.8","999.9","005.9","  79.5","  7.9","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-30","  68.0","000000","999.9","  89.1","  70.0"," 11.1"," 0.01","1012.7","999.9","007.8","  77.0"," 15.0","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-08-31","  69.8","010000","999.9","  91.0","  69.1","  5.1"," 0.04","1013.5","999.9","008.6","  80.8","  7.3","  3.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-01","  71.8","010000","999.9","  82.0","  72.0","  8.0"," 0.87","1012.8","999.9","008.0","  76.3","  5.1","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-02","  62.7","000000","999.9","  86.0","  64.9"," 11.1"," 0.00","1014.0","999.9","009.0","  75.0"," 22.5","  6.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-03","  63.1","000000","999.9","  84.0","  62.1","  7.0"," 0.00","1013.8","999.9","008.9","  74.0","  8.9","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-04","  69.8","000000","999.9","  84.0","  64.9","  2.9"," 0.02","1012.0","999.9","007.0","  77.7","  2.2","  1.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-05","  73.0","000000","999.9","  93.9","  73.9"," 13.0"," 0.00","1010.5","999.9","005.6","  84.2","  5.4","  5.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-06","  72.2","000000","999.9","  93.9","  77.0","  8.9"," 0.00","1011.1","999.9","006.3","  84.0"," 12.3","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-07","  70.3","000000","999.9","  87.1","  70.0"," 11.1"," 0.12","1013.1","999.9","008.2","  77.0"," 21.4","  5.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-08","  70.3","010000","999.9","  88.0","  68.0","  4.1"," 0.02","1015.4","999.9","010.5","  79.7","  6.0","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-09","  71.5","010000","999.9","  91.9","  73.0","  4.1"," 0.02","1016.7","999.9","011.8","  80.3","  4.0","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-10","  72.7","000010","999.9","  89.1","  73.0","  5.1"," 0.35","1017.0","999.9","012.2","  78.3","  4.0","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-11","  72.5","010000","999.9","  89.1","  73.0","  6.0"," 0.63","1015.5","999.9","010.6","  78.0","  2.5","  1.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-12","  70.5","010000","999.9","  81.0","  70.0","  4.1"," 1.46","1012.1","999.9","007.2","  75.0","  6.3","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-13","  65.0","000000","999.9","  82.9","  64.0","  5.1"," 0.02","9999.9","999.9","006.0","  73.3","  6.4","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-14","  65.0","000000","999.9","  90.0","  63.0","  5.1"," 0.00","1010.1","999.9","005.2","  77.5"," 11.2","  2.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-15","  71.2","000000","999.9","  89.1","  69.1","  9.9"," 0.20","1007.3","999.9","002.6","  78.9","  4.3","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-16","  73.2","000000","999.9","  93.0","  73.0","  6.0"," 2.64","1004.9","999.9","000.0","  81.2","  8.4","  2.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-17","  72.2","010000","999.9","  84.0","  73.0"," 14.0"," 0.59"," 996.3","999.9","991.5","  79.0","  9.9","  8.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-18","  62.0","010000","999.9","  82.0","  64.0"," 13.0"," 0.02","1005.4","999.9","000.5","  71.2"," 14.1","  6.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-19","  56.9","000000","999.9","  82.0","  59.0","  9.9"," 0.00","1014.8","999.9","009.8","  69.3","  8.4","  5.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-20","  59.8","000000","999.9","  82.9","  57.0","  7.0"," 0.00","1018.1","999.9","013.1","  70.5","  3.0","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-21","  65.5","010000","999.9","  84.9","  62.1","  6.0"," 0.24","1017.1","999.9","012.3","  76.5","  8.1","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-22","  68.5","010000","999.9","  77.0","  69.1","  5.1"," 3.31","1014.2","999.9","009.2","  71.8","  2.8","  3.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-23","  67.0","010000","999.9","  78.1","  66.9","  5.1"," 0.98","1014.1","999.9","009.2","  70.7","  3.7","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-24","  63.5","010000","999.9","  73.0","  64.0","  6.0"," 0.04","1012.1","999.9","007.0","  67.7","  2.3","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-25","  64.5","010000","999.9","  75.0","  63.0","  2.9"," 0.47","1010.3","999.9","005.4","  69.5","  2.7","  1.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-26","  62.0","010000","999.9","  73.0","  66.0"," 13.0"," 1.50"," 996.5","999.9","991.6","  68.8"," 10.1","  8.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-27","  57.7","010000","999.9","  73.9","  57.9"," 12.0"," 0.01","1006.1","999.9","001.0","  65.0"," 20.4","  6.9"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-28","  56.8","010000","999.9","  78.1","  57.0","  2.9"," 0.00","1012.8","999.9","007.8","  65.7"," 12.9","  1.9"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-29","  60.3","000000","999.9","  82.0","  55.9","  8.0"," 0.00","1017.1","999.9","012.0","  69.3","  6.9","  3.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-09-30","  59.8","000000","999.9","  77.0","  61.0","  8.0"," 0.00","1017.0","999.9","012.0","  67.7","  3.2","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-01","  63.7","010000","999.9","  73.0","  60.1","  6.0"," 1.02","1008.0","999.9","003.1","  68.0","  3.2","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-02","  56.0","010000","999.9","  73.9","  54.0","  7.0"," 0.02","1014.7","999.9","009.6","  61.7"," 10.1","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-03","  50.5","000000","999.9","  71.1","  52.0","  6.0"," 0.00","1025.7","999.9","020.7","  59.7","  7.5","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-04","  52.3","000000","999.9","  72.0","  52.0","  7.0"," 0.00","1026.6","999.9","021.4","  63.3","  6.4","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-05","  54.5","010000","999.9","  64.0","  55.9","  1.0"," 0.87","1023.9","999.9","018.7","  59.5","  3.5","  0.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-06","  57.2","010000","999.9","  64.0","  55.9","  5.1"," 0.08","1021.9","999.9","016.7","  60.0","  2.3","  1.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-07","  53.2","000000","999.9","  73.9","  55.0"," 12.0"," 0.00","1019.0","999.9","014.1","  63.3"," 26.7","  4.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-08","  51.5","000000","999.9","  73.0","  52.0"," 11.1"," 0.00","1018.2","999.9","013.2","  61.2"," 10.3","  4.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-09","  52.0","100000","999.9","  75.0","  50.0","  7.0"," 0.00","1020.5","999.9","015.4","  61.5","  8.7","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-10","  50.0","000000","999.9","  75.9","  51.1"," 11.1"," 0.00","1024.5","999.9","019.5","  64.3","  7.9","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-11","  55.8","000000","999.9","  75.0","  54.0","  8.9"," 0.02","1025.1","999.9","019.9","  67.5","  7.2","  5.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-12","  57.7","000000","999.9","  75.9","  59.0","  2.9"," 0.00","1023.7","999.9","018.6","  66.2","  3.8","  1.9"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-13","  63.3","010000","999.9","  80.1","  57.0","  6.0"," 0.02","1020.6","999.9","015.5","  70.3","  3.7","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-14","  63.5","000000","999.9","  82.9","  64.9"," 11.1"," 0.00","1014.6","999.9","009.6","  72.0","  4.2","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-15","  62.3","010000","999.9","  73.0","  64.9","  7.0"," 4.57","1012.2","999.9","007.1","  67.7","  2.9","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-16","  47.0","000000","999.9","  69.1","  48.9"," 11.1"," 0.02","1024.2","999.9","019.0","  59.7"," 28.0","  8.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-17","  49.7","010000","999.9","  70.0","  48.0"," 11.1"," 1.02","1022.9","999.9","017.9","  61.5"," 13.7","  8.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-18","  58.5","010000","999.9","  66.9","  57.9","  9.9"," 0.47","1011.8","999.9","006.7","  62.6","  3.3","  3.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-19","  52.5","000000","999.9","  72.0","  52.0","  9.9"," 0.00","1019.9","999.9","014.9","  61.7","  8.5","  5.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-20","  53.5","110000","999.9","  64.9","  51.1","  4.1"," 0.01","1020.6","999.9","015.5","  59.0","  2.5","  1.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-21","  55.2","000000","999.9","  75.0","  55.0","  4.1"," 0.12","1015.4","999.9","010.2","  64.2","  4.4","  1.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-22","  56.5","010000","999.9","  63.0","  55.9","  4.1"," 0.63","1013.7","999.9","008.5","  59.2"," 12.4","  2.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-23","  47.7","000000","999.9","  68.0","  53.1","  8.9"," 0.00","1021.2","999.9","016.0","  58.3"," 12.3","  3.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-24","  54.8","010000","999.9","  71.1","  51.1","  5.1"," 0.02","1019.2","999.9","014.0","  62.5","  5.9","  4.6"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-25","  59.5","010000","999.9","  64.9","  57.9","  2.9"," 0.83","1012.0","999.9","006.9","  62.5","  1.1","  1.9"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-26","  49.5","010000","999.9","  66.0","  46.9","  5.1"," 0.02","1009.8","999.9","004.8","  56.3","  7.6","  4.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-27","  40.7","000000","999.9","  60.1","  42.1","  7.0"," 0.02","1020.6","999.9","015.3","  50.0"," 24.1","  4.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-28","  40.7","000000","999.9","  64.9","  39.9","  9.9"," 0.00","1025.3","999.9","020.1","  51.0","  8.0","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-29","  44.5","000000","999.9","  66.9","  39.9","  4.1"," 0.02","1022.6","999.9","017.5","  56.8"," 13.8","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-30","  51.8","010000","999.9","  66.9","  51.1","  7.0"," 0.39","1018.0","999.9","013.0","  59.8","  3.0","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-10-31","  51.5","000000","999.9","  64.9","  55.0","  7.0"," 0.16","1017.7","999.9","012.5","  59.2","  7.7","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-01","  55.5","010000","999.9","  57.9","  55.9","  2.9"," 1.10","1016.0","999.9","010.8","  56.9","  1.6","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-02","  47.7","010000","999.9","  63.0","  54.0"," 14.0"," 0.02","1016.2","999.9","011.2","  58.2","  8.1","  7.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-03","  47.5","000000","999.9","  64.0","  48.9","  8.0"," 0.00","1019.0","999.9","013.9","  56.0","  9.2","  2.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-04","  45.8","100000","999.9","  68.0","  46.0"," 15.0"," 0.00","1024.5","999.9","019.2","  53.8","  9.8","  4.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-05","  47.0","100000","999.9","  70.0","  44.1","  4.1"," 0.00","1026.9","999.9","021.8","  55.5","  8.2","  1.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-06","  47.3","100000","999.9","  71.1","  45.0","  2.9"," 0.00","1022.6","999.9","017.4","  55.8","  3.2","  1.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-07","  47.5","100000","999.9","  64.9","  45.0","  6.0"," 0.00","1021.8","999.9","016.6","  57.5","  5.2","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-08","  41.5","000000","999.9","  66.9","  48.0","  5.1"," 0.04","1025.0","999.9","019.8","  55.0","  4.2","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-09","  50.5","010000","999.9","  55.9","  48.0","  6.0"," 0.75","1023.7","999.9","018.4","  52.5","  1.4","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-10","  51.0","100000","999.9","  71.1","  46.9","  2.9"," 0.00","1022.9","999.9","017.7","  56.5","  2.6","  0.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-11","  51.8","100000","999.9","  69.1","  46.9","  6.0"," 0.00","1023.4","999.9","018.2","  57.2","  5.7","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-12","  49.5","000000","999.9","  66.9","  48.0","  4.1"," 0.00","1024.4","999.9","019.2","  57.0","  6.0","  1.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-13","  57.0","010000","999.9","  71.1","  51.1","  5.1"," 0.12","1019.5","999.9","014.3","  61.0","  1.6","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-14","  54.0","000000","999.9","  73.0","  55.0"," 15.0"," 0.08","1012.4","999.9","007.3","  61.5","  8.3","  8.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-15","  42.3","000000","999.9","  60.1","  46.9","  8.9"," 0.00","1015.3","999.9","010.2","  52.5"," 18.6","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-16","  39.0","000000","999.9","  59.0","  37.9"," 12.0"," 0.00","1020.2","999.9","014.9","  46.8"," 19.6","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-17","  33.2","000000","999.9","  62.1","  35.1","  2.9"," 0.00","1023.1","999.9","017.7","  46.8","  6.8","  1.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-18","  39.0","110000","999.9","  62.1","  37.9","  7.0"," 0.02","1019.9","999.9","014.7","  50.2","  5.1","  3.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-19","  35.8","010000","999.9","  55.9","  42.1","  8.9"," 0.02","1023.1","999.9","017.9","  46.5"," 20.2","  5.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-20","  37.7","010000","999.9","  50.0","  41.0","  7.0"," 0.02","1024.1","999.9","018.7","  43.7","  5.5","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1958-11-21","  35.5","000000","999.9","  59.0","  36.0","  5.1"," 0.00","1020.0","999.9","014.7","  45.9","  4.3","  2.0"
